ACARA SML ID,AGE ID,Notes,School Name,Contact Name,Position,Contact Number,Email,Suburb,State,Postcode,School Sector,School Type,School URL,Screenrights License Yes/No,Year Range,Geolocation,Teaching Staff,Full Time Equivalent Teaching Staff,Non-Teaching Staff,Full Time Equivalent Non-Teaching Staff,Total Enrolments,Girls Enrolments,Boys Enrolments,Full Time Equivalent Enrolments,Indigenous Enrolments (%),Language Background Other Than English (%),individual account
42188,9790,,Corndale Public School,,,,,Corndale,NSW,2480,Government,Primary,http://www.corndale-p.schools.nsw.edu.au/,Yes,K-6,Inner Regional,1,1.5,4,1.2,22,14,8,22,5,0,possibly no
42259,9638,,Moorland Public School,,,,,Moorland,NSW,2443,Government,Primary,http://www.moorland-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,3,2.8,2,0.9,22,7,15,22,9,4,possibly no
42262,9740,,Mummulgum Public School,,,,,Mummulgum,NSW,2469,Government,Primary,http://www.mummulgum-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,2,1.9,2,1.1,22,8,14,22,18,0,possibly no
42667,10455,,Khancoban Public School,,,,,Khancoban,NSW,2642,Government,Primary,http://www.khancoban-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,2,2,0.7,22,9,13,22,9,14,possibly no
43031,10653,,Quandialla Public School,,,,,Quandialla,NSW,2721,Government,Primary,http://www.quandialla-c.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,2.5,2,1.2,22,13,9,22,0,0,possibly no
43736,3006,,Biala Special School,,,,,Ballina,NSW,2478,Independent,Special,http://www.biala.org.au,Yes,U,Inner Regional,5,4,10,4.9,22,3,19,22,14,0,possibly no
46674,52902,,Bauhinia State School,,,,,Bauhinia,QLD,4718,Government,Primary,http://www.bauhiniass.eq.edu.au,Yes,Prep-6,Remote,3,2.4,6,2,22,13,9,22,14,0,Yes
44186,9962,,Dartmoor Primary School,,,,,Dartmoor,VIC,3304,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=1592c00c-ed32-de11-9c94-002185cd8e5c,Yes,Prep-6,Outer Regional,5,3,2,0.8,22,13,9,22,5,0,possibly no
44197,10930,,Bridgewater Primary School,,,,,Bridgewater On Loddon,VIC,3516,Government,Primary,http://www.bwaterps.vic.edu.au,Yes,Prep-6,Inner Regional,3,2.6,0,0,22,11,11,22,0,0,possibly no
44317,11593,,Springhurst Primary School,,,,,Springhurst,VIC,3682,Government,Primary,http://www.springhurstps.vic.edu.au,Yes,Prep-6,Inner Regional,3,2.6,3,1.1,22,13,9,22,9,0,possibly no
44375,12099,,Buchan Primary School,,,,,Buchan,VIC,3885,Government,Primary,http://www.buchanps.vic.edu.au,Yes,Prep-6,Outer Regional,3,2.4,1,0.6,22,11,11,22,5,0,possibly no
44438,11870,,Ellinbank Primary School,,,,,Ellinbank,VIC,3821,Government,Primary,http://www.ellinbank-ps.vic.edu.au/,Yes,Prep-5,Inner Regional,4,2.5,3,1.6,22,11,11,22,0,0,possibly no
44602,12106,,Marlo Primary School,,,,,Marlo,VIC,3888,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=384a5524-ed32-de11-9c94-002185cd8e5c,Yes,Prep-6,Outer Regional,2,1.8,0,0,22,14,8,22,0,0,possibly no
46240,3061,,Cheshire School,,,,,Glen Waverley,VIC,3150,Independent,Special,http://bestchance.org.au/Cheshire/,Yes,Prep-5,Major Cities,9,8.2,3,2.2,22,0,22,22,0,0,possibly no
46685,52946,,Valkyrie State School,,,,,Valkyrie,QLD,4742,Government,Primary,http://www.valkyriess.eq.edu.au,Yes,Prep-6,Remote,3,2.1,5,1.8,22,8,14,22,0,0,possibly no
47072,51763,,Warrill View State School,,,,,Warrill View,QLD,4307,Government,Primary,http://www.warrillviewss.eq.edu.au,Yes,Prep-6,Inner Regional,5,2,6,2.5,22,12,10,22,5,9,Yes
47178,52747,,Booyal Central State School,,,,,Booyal,QLD,4671,Government,Primary,http://www.booyalcentralss.eq.edu.au,Yes,Prep-6,Inner Regional,2,1.6,4,2.2,22,11,11,22,9,0,possibly no
47219,53059,,Dajarra State School,,,,,Dajarra,QLD,4825,Government,Primary,http://www.dajarrass.eq.edu.au,Yes,Prep-6,Very Remote,4,4,5,2.3,22,10,12,22,100,85,possibly no
47844,698,,St Rita's School,,,,,Babinda,QLD,4861,Catholic,Primary,http://www2.stritasbabinda.qld.edu.au,Yes,Prep-6,Outer Regional,7,5,6,3.2,22,12,10,22,36,18,possibly no
49195,7297,,Kalangadoo Primary School,,,,,Kalangadoo,SA,5278,Government,Primary,http://www.kdoops.sa.edu.au,Yes,R-7,Outer Regional,3,2.4,5,2.9,22,14,8,22,0,0,possibly no
50108,7907,,Neutral Junction School,,,,,Barrow Creek,NT,0872,Government,Combined,http://directory.ntschools.net/SchoolProfile.aspx?name=Neutral%20Junction%20School,Yes,T-9,Very Remote,2,2,0,0,22,14,8,22,86,95,possibly no
48300,12545,,Borden Primary School,,,,,Borden,WA,6338,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5054,Yes,K-6,Remote,4,3.2,5,2.1,22,6,16,20.4,0,27,most likely
48417,12456,,Kirup Primary School,,,,,Kirup,WA,6251,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5250,Yes,K-6,Inner Regional,4,3.2,9,4.3,22,8,14,21.6,0,0,possibly no
48476,15253,,Ongerup Primary School,,,,,Ongerup,WA,6336,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5362,Yes,K-6,Remote,3,2.8,6,2.6,22,14,8,19.6,5,0,possibly no
48501,12611,,Salmon Gums Primary School,,,,,Salmon Gums,WA,6445,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5408,Yes,K-6,Very Remote,4,3,7,3.3,22,15,7,21.6,5,20,possibly no
48814,15142,,Avonvale Education Support Centre,,,,,Northam,WA,6401,Government,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6041,Yes,K-12,Inner Regional,5,5,16,12.4,22,6,16,21.2,27,50,possibly no
48829,15241,,Mount Hawthorn Education Support Centre,,,,,Mount Hawthorn,WA,6016,Government,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6069,Yes,K-6,Major Cities,6,4.8,21,12.5,22,1,21,20,0,28,Yes
48840,15222,,Koorana Education Support Centre,,,,,Warnbro,WA,6169,Government,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6088,Yes,K-6,Major Cities,5,4.6,16,11.9,22,7,15,22,14,24,possibly no
51459,30211,,New Hope School,,,,,Dural,NSW,2158,Independent,Special,http://www.newhope.nsw.edu.au/nh/,Yes,U,Major Cities,7,4.7,6,3.8,22,5,17,22,9,7,possibly no
47149,51942,,Kulpi State School,,,,,Kulpi,QLD,4352,Government,Primary,http://www.kulpss.eq.edu.au,Yes,Prep-6,Inner Regional,3,1.3,7,2.3,22,10,12,21.4,0,0,possibly no
40647,16158,,Arndell School,,,,,North Ryde,NSW,2113,Government,Special,http://www.arndell-s.schools.nsw.edu.au,Yes,U,Major Cities,5,6.9,5,6.6,21,0,21,21,5,0,possibly no
41225,8136,,Middle Dural Public School,,,,,Middle Dural,NSW,2158,Government,Primary,http://www.middledura-p.schools.nsw.edu.au,Yes,K-6,Major Cities,2,1.8,2,0.9,21,8,13,21,0,23,possibly no
52296,30333,,Melbourne Indigenous Transition School,,,,,Richmond,VIC,3121,Independent,Special,https://www.mits.vic.edu.au/,Yes,7,Major Cities,6,5,2,1.7,22,11,11,22,100,100,possibly no
41888,9336,,Ellerston Public School,,,,,Ellerston,NSW,2337,Government,Primary,http://www.ellerston-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.7,3,0.9,21,11,10,21,0,0,possibly no
40818,28121,,EdSpace,,,,,Benalla,VIC,3672,Independent,Special,http://www.edspace.org.au/,Yes,U,Inner Regional,6,6,4,3.4,21,3,18,20.8,0,,possibly no
41916,9332,,Kirkton Public School,,,,,Lower Belford,NSW,2335,Government,Primary,http://www.kirkton-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,3,2.4,2,0.9,21,11,10,21,14,7,possibly no
42436,9345,,Dungowan Public School,,,,,Dungowan,NSW,2340,Government,Primary,http://www.dungowan-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,2,1.8,3,0.9,21,9,12,21,5,14,possibly no
42452,9393,,Kingstown Public School,,,,,Kingstown,NSW,2358,Government,Primary,http://www.kingstown-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.8,2,0.7,21,10,11,21,19,10,possibly no
42482,9366,,Walhallow Public School,,,,,Caroona,NSW,2343,Government,Primary,http://www.walhallow-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,3,1.4,3,1.7,21,13,8,21,100,0,Yes
42567,10516,,Eurongilly Public School,,,,,Eurongilly,NSW,2663,Government,Primary,http://www.eurongilly-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.8,2,0.8,21,10,11,21,0,10,possibly no
42605,10297,,Monteagle Public School,,,,,Monteagle,NSW,2594,Government,Primary,http://www.monteagle-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,2.6,2,0.7,21,13,8,21,24,5,Yes
42737,10277,,Bowning Public School,,,,,Bowning,NSW,2582,Government,Primary,http://www.bowning-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,3,2,1,0.7,21,9,12,21,10,8,possibly no
42825,10190,,Towamba Public School,,,,,Towamba,NSW,2550,Government,Primary,http://www.towamba-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,3,1.1,21,6,15,21,14,0,possibly no
43310,3008,,St Dominic's Centre,,,,,Mayfield,NSW,2304,Catholic,Special,http://mayfieldsd.catholic.edu.au,Yes,U,Major Cities,10,7.5,10,5.6,21,7,14,21,5,0,possibly no
43967,13331,,Coffs Harbour Bible Church School,,,,,Toormina,NSW,2452,Independent,Combined,http://www.chbcs.nsw.edu.au,Yes,K-10,Inner Regional,7,3.9,7,2.2,21,10,11,21,0,0,Yes
46644,52867,,Duaringa State School,,,,,Duaringa,QLD,4712,Government,Primary,http://www.duaringass.eq.edu.au,Yes,Prep-6,Remote,3,2.2,5,2.8,21,15,6,21,38,5,possibly no
46919,53122,,Chillagoe State School,,,,,Chillagoe,QLD,4871,Government,Primary,http://www.chillagoess.eq.edu.au,Yes,Prep-6,Very Remote,2,2,6,2.4,21,12,9,21,62,10,possibly no
44185,11806,,Yering Primary School,,,,,Yering,VIC,3770,Government,Primary,http://www.yeringps.vic.edu.au,Yes,Prep-6,Major Cities,3,2.6,3,1.1,21,10,11,20.6,0,5,possibly no
44194,9813,,Panmure Primary School,,,,,Panmure,VIC,3265,Government,Primary,http://www.panmureps.vic.edu.au/,Yes,Prep-6,Inner Regional,3,3,1,0.4,21,13,8,21,5,0,possibly no
44249,10025,,Lismore Primary School,,,,,Lismore,VIC,3324,Government,Primary,http://www.lismoreps.vic.edu.au,Yes,Prep-5,Outer Regional,3,2.6,1,0.1,21,11,10,21,14,0,Yes
44367,11553,,Winton Primary School,,,,,Winton,VIC,3673,Government,Primary,http://www.glenrowanps.vic.edu.au,Yes,Prep-6,Inner Regional,,,,,21,5,16,21,10,0,possibly no
44368,6029,,Merrigum Primary School,,,,,Merrigum,VIC,3618,Government,Primary,http://www.merrigumps.vic.edu.au,Yes,Prep-6,Inner Regional,4,3.4,4,2,21,9,12,21,5,10,Yes
44576,11815,,Toolangi Primary School,,,,,Toolangi,VIC,3777,Government,Primary,http://www.toolangips.vic.edu.au/,Yes,Prep-6,Inner Regional,4,2.3,3,0.6,21,10,11,21,0,5,Yes
44649,12104,,Nowa Nowa Primary School,,,,,Nowa Nowa,VIC,3887,Government,Primary,http://www.nowa-nowa-ps.vic.edu.au/,Yes,Prep-6,Outer Regional,5,4.6,4,2.5,21,9,12,21,95,0,possibly no
49374,7384,,Booborowie Primary School,,,,,Booborowie,SA,5417,Government,Primary,http://www.boobps.sa.edu.au,Yes,R-7,Outer Regional,4,2.6,6,2.8,21,8,13,21,5,0,possibly no
42368,23775,,Coffs Harbour Learning Centre,,,,,Boambee,NSW,2450,Government,Special,http://www.schools.nsw.edu.au/schoolfind/locator/?do=showRecord&code=5763,Yes,U,Inner Regional,4,4.9,4,4.4,20,5,15,20,40,0,most likely
48278,12646,,Badgingarra Primary School,,,,,Badgingarra,WA,6521,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5021,Yes,K-6,Outer Regional,4,2.8,7,2.8,21,9,12,19.8,0,0,possibly no
48296,12664,,Binnu Primary School,,,,,Binnu,WA,6532,Government,Primary,http://www.binnups.wa.edu.au,Yes,K-6,Remote,3,3,4,2.1,21,13,8,19.4,29,0,possibly no
48453,12592,,Moorine Rock Primary School,,,,,Moorine Rock,WA,6425,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5314,Yes,K-6,Remote,4,3,2,1.4,21,9,12,20.2,5,0,possibly no
48805,15240,,Mosman Park School For Deaf Children,,,,,Mosman Park,WA,6012,Government,Special,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=6017,Yes,K-6,Major Cities,6,5.5,23,18.1,21,8,13,20.2,14,93,possibly no
42441,9509,,Garah Public School,,,,,Garah,NSW,2405,Government,Primary,http://www.garah-p.schools.nsw.edu.au,Yes,K-6,Remote,1,1.8,2,0.7,20,9,11,20,20,0,possibly no
52633,85108,,Our Lady Star of the Sea Catholic Primary School,,,,,Cowes,VIC,3922,Catholic,Primary,,Yes,Prep-5,Inner Regional,5,3.2,6,2.3,21,9,12,20.6,0,14,possibly no
42616,10511,,Pleasant Hills Public School,,,,,Pleasant Hills,NSW,2658,Government,Primary,http://www.pleasanthi-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,2,0.7,20,8,12,20,5,0,possibly no
44004,15957,,RIDBC Thomas Pattison School,,,,,North Rocks,NSW,2151,Independent,Special,http://www.ridbc.org.au,Yes,U,Major Cities,9,7.1,4,2.3,20,9,11,20,0,91,possibly no
46765,52242,,Morven State School,,,,,Morven,QLD,4468,Government,Primary,http://www.morvenss.eq.edu.au,Yes,Prep-6,Very Remote,3,1.8,5,2.3,20,6,14,20,15,0,possibly no
46980,53146,,Mutchilba State School,,,,,Mutchilba,QLD,4872,Government,Primary,http://www.mutchilbass.eq.edu.au,Yes,Prep-6,Outer Regional,4,2.1,5,2.7,20,10,10,20,30,0,Yes
44358,11829,,Silvan Primary School,,,,,Silvan,VIC,3795,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=cc525524-ed32-de11-9c94-002185cd8e5c,Yes,1-6,Major Cities,3,2.3,3,1.5,20,7,13,20,0,5,possibly no
45309,9982,,Merino Consolidated School,,,,,Merino,VIC,3310,Government,Primary,http://www.merinocs.vic.edu.au,Yes,Prep-6,Outer Regional,2,2,1,0.8,20,8,12,20,0,0,possibly no
47313,52955,,Coppabella State School,,,,,Coppabella,QLD,4741,Government,Primary,http://www.coppabellass.eq.edu.au,Yes,Prep-6,Outer Regional,3,1.9,5,2,20,10,10,20,20,10,possibly no
50101,7957,,Middle Point School,,,,,Middle Point,NT,0822,Government,Primary,http://www.schools.nt.edu.au/tegs/middlep/midd.htm,Yes,T-6,Outer Regional,2,2,1,0.8,20,8,12,20,25,15,possibly no
50392,30304,,Girl Academy,,,,,Wangetti,QLD,4877,Independent,Secondary,,Yes,7-12,Outer Regional,4,3.6,7,6.3,20,20,0,20,100,40,possibly no
48346,12720,,Cue Primary School,,,,,Cue,WA,6640,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5127,Yes,K-6,Very Remote,3,3,4,3.5,20,10,10,18.4,95,100,possibly no
48418,12562,,Kondinin Primary School,,,,,Kondinin,WA,6367,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5252,Yes,K-6,Remote,5,3.3,7,3.4,20,12,8,19.2,55,42,possibly no
48531,12515,,Wandering Primary School,,,,,Wandering,WA,6308,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5451,Yes,K-6,Outer Regional,3,3,8,2.5,20,8,12,18.8,15,33,possibly no
48550,15292,,Yealering Primary School,,,,,Yealering,WA,6372,Government,Primary,http://www.det.wa.edu.au/schoolsonline/overview.do?schoolID=5491,Yes,K-6,Outer Regional,5,3.4,7,2.4,20,12,8,18.8,25,22,possibly no
52402,30336,,Tom Quinn Community Centre Alternative School,,,,,Bundaberg,QLD,4670,Independent,Special,,Yes,7-10,Inner Regional,2,2,2,1.2,20,0,20,20,15,,possibly no
52613,85126,,Central West Leadership Academy,,,,,Dubbo,NSW,2830,Independent,Combined,,Yes,3-6,Inner Regional,2,2,1,0.3,20,7,13,20,10,10,possibly no
49226,7513,,Marree Aboriginal School,,,,,Marree,SA,5733,Government,Combined,http://www.marreeab.sa.edu.au,Yes,R-12,Very Remote,6,5.8,3,2.2,20,9,11,19.1,70,11,possibly no
41058,8668,,Waterfall Public School,,,,,Waterfall,NSW,2233,Government,Primary,http://www.waterfall-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,2,2.6,1,0.7,19,8,11,19,0,16,possibly no
41128,16227,,Edgeware School,,,,,Hurlstone Park,NSW,2193,Government,Special,http://www.edgeware-s.schools.nsw.edu.au,Yes,U,Major Cities,7,8.5,5,6.6,19,3,16,19,42,22,possibly no
40194,8312,,Wilmot Primary School,,,,,Wilmot,TAS,7310,Government,Primary,https://wilmotprimary.education.tas.edu.au/Pages/Home.aspx,Yes,K-6,Outer Regional,4,2.7,5,3.6,19,9,10,18.6,21,0,possibly no
42269,9715,,Nymboida Public School,,,,,Nymboida,NSW,2460,Government,Primary,http://www.nymboida-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,3,1,19,9,10,19,11,0,possibly no
42715,10425,,Adaminaby Public School,,,,,Adaminaby,NSW,2629,Government,Primary,http://www.adaminaby-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,2,1,19,8,11,19,11,0,Yes
43005,10993,,Lyndhurst Public School,,,,,Lyndhurst,NSW,2797,Government,Primary,http://www.lyndhurst-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,2,1.9,4,0.9,19,11,8,19,21,0,Yes
46530,44957,,Clare State School,,,,,Clare,QLD,4807,Government,Primary,http://www.claress.eq.edu.au,Yes,Prep-6,Outer Regional,2,1.4,6,2.5,19,6,13,19,0,0,possibly no
46893,51582,,Numinbah Valley State School,,,,,Numinbah Valley,QLD,4211,Government,Primary,http://www.numinbahvalleyss.eq.edu.au,Yes,Prep-6,Inner Regional,6,1.9,4,1.8,19,4,15,19,0,5,possibly no
44223,9812,,Noorat Primary School,,,,,Noorat,VIC,3265,Government,Primary,http://www.nooratps.vic.edu.au,Yes,Prep-6,Inner Regional,3,2.2,1,0.5,19,8,11,19,0,0,Yes
44355,11631,,Dederang Primary School,,,,,Dederang,VIC,3691,Government,Primary,http://www.dederang.vic.edu.au/,Yes,Prep-5,Inner Regional,3,3,2,1.3,19,14,5,19,0,11,possibly no
44478,8494,,Hoddles Creek Primary School,,,,,Hoddles Creek,VIC,3139,Government,Primary,http://www.hcps.vic.edu.au,Yes,Prep-6,Inner Regional,3,2.4,3,1.7,19,10,9,19,0,0,Yes
44511,10678,,Laharum Primary School,,,,,Laharum,VIC,3401,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=b7ccb812-ed32-de11-9c94-002185cd8e5c,Yes,Prep-6,Outer Regional,3,2.4,2,0.3,19,10,9,19,0,26,possibly no
47126,52986,,Gumlu State School,,,,,Gumlu,QLD,4805,Government,Primary,http://www.gumluss.eq.edu.au,Yes,Prep-6,Outer Regional,2,2,6,2.5,19,11,8,19,37,0,possibly no
47127,52800,,McIlwraith State School,,,,,Mcilwraith,QLD,4671,Government,Primary,http://www.mcilwraithss.eq.edu.au,Yes,Prep-6,Inner Regional,2,1.6,5,1.9,19,11,8,19,0,0,possibly no
47135,52698,,Mulgildie State School,,,,,Mulgildie,QLD,4630,Government,Primary,http://www.mulgildiess.eq.edu.au,Yes,Prep-6,Outer Regional,2,1.6,5,2.2,19,9,10,19,0,16,possibly no
49318,7377,,Tarlee Primary School,,,,,Tarlee,SA,5411,Government,Primary,http://www.tarleeps.sa.edu.au,Yes,R-7,Inner Regional,3,2.2,3,2.1,19,7,12,19,0,0,possibly no
49368,7366,,Blanchetown Primary School,,,,,Blanchetown,SA,5357,Government,Primary,http://www.blanchtnps.sa.edu.au,Yes,R-7,Outer Regional,4,3.6,4,2.2,19,10,9,19,0,6,possibly no
50074,16525,,Alcoota School,,,,,Engawala,NT,0872,Government,Combined,http://www.schools.nt.edu.au/sandovergroup/alcindex.html,Yes,P-9,Very Remote,1,1,1,1,19,10,9,19,100,100,possibly no
50139,27690,,Baniyala Garrangali School,,,,,East Arnhem,NT,0822,Government,Combined,,Yes,P-12,Very Remote,3,2.4,0,0,19,14,5,19,100,80,Yes
50600,28908,,Redfern Jarjum College,,,,,Redfern,NSW,2016,Independent,Special,http://www.rjc.nsw.edu.au/,Yes,K-6,Major Cities,4,3.8,6,4.1,19,9,10,19,100,13,possibly no
52509,84854,,Currawah Aboriginal Education Centre,,,,,Gongolgon,NSW,2839,Independent,Special,,Yes,7-8,Very Remote,4,4,7,6.5,19,8,11,19,95,,possibly no
52622,85079,,Western Riverina Community School,,,,,Griffith,NSW,2680,Independent,Special,,Yes,9-10,Outer Regional,5,4,4,2.4,19,14,5,19,47,0,most likely
50080,7951,,Belyuen School,,,,,Belyuen,NT,0822,Government,Combined,http://www.schools.nt.edu.au/tegs/belyuen/bely.htm,Yes,P-12,Remote,4,3,0,0,22,12,10,18,100,83,possibly no
41218,8134,,Hillside Public School,,,,,Glenorie,NSW,2157,Government,Primary,http://www.hillside-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,2,1.4,1,0.7,18,7,11,18,11,28,possibly no
41538,17886,,Karningul School,,,,,Regents Park,NSW,2143,Government,Special,http://www.karningul-s.schools.nsw.edu.au,Yes,U,Major Cities,3,4.9,4,4.4,18,0,18,18,0,,possibly no
41550,23770,,Canterbury Vale School,,,,,Lakemba,NSW,2195,Government,Special,http://www.schools.nsw.edu.au/schoolfind/locator/?do=showRecord&code=5759,Yes,U,Major Cities,5,10.9,6,5.6,18,1,17,18,6,100,possibly no
42154,9539,,Bobin Public School,,,,,Bobin,NSW,2429,Government,Primary,http://www.bobin-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,2,0.8,18,15,3,18,0,11,possibly no
42219,9800,,Goolmangar Public School,,,,,Goolmangar,NSW,2480,Government,Primary,http://www.goolmangar-p.schools.nsw.edu.au/,Yes,K-6,Inner Regional,2,1.7,2,0.7,18,5,13,18,6,24,Yes
42489,9389,,Woolbrook Public School,,,,,Woolbrook,NSW,2354,Government,Primary,http://www.woolbrook-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.4,2,1,18,12,6,18,44,0,possibly no
42583,10498,,Humula Public School,,,,,Humula,NSW,2652,Government,Primary,http://www.humula-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.3,2,0.9,18,9,9,18,22,0,possibly no
42599,10501,,Marrar Public School,,,,,Marrar,NSW,2652,Government,Primary,http://www.marrar-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,2,1.4,2,0.9,18,7,11,18,11,0,possibly no
42620,10504,,Rosewood Public School,,,,,Rosewood,NSW,2652,Government,Primary,http://www.rosewood-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.4,2,0.7,18,7,11,18,17,0,possibly no
42639,10457,,Walbundrie Public School,,,,,Walbundrie,NSW,2642,Government,Primary,http://www.walbundrie-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.4,3,1,18,7,11,18,0,0,possibly no
42757,10429,,Dalgety Public School,,,,,Dalgety,NSW,2628,Government,Primary,http://www.dalgety-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.4,2,0.9,18,8,10,18,0,0,possibly no
43019,11000,,Neville Public School,,,,,Neville,NSW,2799,Government,Primary,http://www.neville-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,2,1.3,3,1,18,10,8,18,11,0,possibly no
43058,10969,,Woodstock Public School,,,,,Woodstock,NSW,2793,Government,Primary,http://www.woodstock-p.schools.nsw.edu.au,Yes,K-6,Outer Regional,1,1.5,2,0.9,18,8,10,18,33,0,most likely
46696,51963,,Pilton State School,,,,,Pilton,QLD,4361,Government,Primary,http://www.piltonss.eq.edu.au,Yes,Prep-6,Inner Regional,2,1.8,4,2.3,18,8,10,18,0,11,Yes
46801,52692,,Abercorn State School,,,,,Abercorn,QLD,4627,Government,Primary,http://www.abercornss.eq.edu.au,Yes,Prep-6,Outer Regional,3,1.3,4,1.8,18,12,6,18,0,17,Yes
44059,10813,,Elphinstone Primary School,,,,,Elphinstone,VIC,3448,Government,Primary,http://www.elphinstoneps.vic.edu.au,Yes,Prep-6,Inner Regional,2,1.8,1,0.5,18,8,10,18,0,0,Yes
44143,11693,,Jamieson Primary School,,,,,Jamieson,VIC,3723,Government,Primary,http://www.jamieson.org.au/school.htm,Yes,Prep-6,Outer Regional,3,3,1,0.5,18,10,8,18,0,13,possibly no
44233,11428,,Tooborac Primary School,,,,,Tooborac,VIC,3522,Government,Primary,http://www.vrqa.vic.gov.au/StateRegister/Provider.aspx/DetailsProvider?AccountID=db575524-ed32-de11-9c94-002185cd8e5c,Yes,Prep-5,Inner Regional,3,2.2,5,2.4,18,6,12,18,0,0,possibly no
44498,11525,,Longwood Primary School,,,,,Longwood,VIC,3665,Government,Primary,http://www.longwoodps.vic.edu.au,Yes,Prep-6,Inner Regional,4,2.1,2,0.4,18,8,10,18,0,0,possibly no
44503,12077,,Yinnar South Primary School,,,,,Yinnar South,VIC,3869,Government,Primary,http://www.yinnarsthps.vic.edu.au,Yes,Prep-6,Inner Regional,4,3.8,3,2.2,18,8,10,18,0,0,Yes
44559,10644,,Beulah Primary School,,,,,Beulah,VIC,3395,Government,Primary,http://www.beulahps.vic.edu.au,Yes,Prep-6,Remote,2,2,0,0,18,8,10,18,0,0,possibly no
45867,1150,,St Mary's School,,,,,Clarkes Hill,VIC,3352,Catholic,Primary,http://www.smclarkeshill.catholic.edu.au,Yes,Prep-6,Inner Regional,7,3.2,4,1.9,18,10,8,18,0,0,Yes
45908,1215,,St Patrick's School,,,,,Pyramid Hill,VIC,3575,Catholic,Primary,http://www.sppyramidhill.catholic.edu.au,Yes,Prep-5,Outer Regional,4,3.3,2,1.2,18,9,9,18,6,50,most likely
47133,52972,,Pindi Pindi State School,,,,,Pindi Pindi,QLD,4798,Government,Primary,http://www.pindipindiss.eq.edu.au,Yes,Prep-6,Outer Regional,3,1.9,7,1.9,18,7,11,18,0,0,Yes
47162,53000,,Kalamia State School,,,,,Brandon,QLD,4808,Government,Primary,http://www.kalamiass.eq.edu.au,Yes,Prep-6,Outer Regional,2,2,6,1.8,18,10,8,18,0,0,Yes
41860,9335,,Belltrees Public School,,,,,Belltrees,NSW,2337,Government,Primary,http://www.belltrees-p.schools.nsw.edu.au/,Yes,K-6,Outer Regional,1,1.4,3,1.2,17,5,12,17,0,13,Yes
42169,5504,,Carool Public School,,,,,Carool,NSW,2486,Government,Primary,http://www.carool-p.schools.nsw.edu.au,Yes,K-6,Inner Regional,1,1.3,1,0.7,17,9,8,17,12,18,Yes
